"drug","uM","time","mean","time2","sd"
"PD184352 (CI-1040)","30",53.798087432,1.2977,28.1125683063169,0.0667
"PD184352 (CI-1040)","30",54.048087432,1.2981,28.3625683063169,0.0656
"PD184352 (CI-1040)","30",54.298087432,1.2998,28.6125683063169,0.07
"PD184352 (CI-1040)","30",54.547540984,1.3011,28.8620218583169,0.0722
"PD184352 (CI-1040)","30",54.796994536,1.3037,29.1114754103169,0.0742
"PD184352 (CI-1040)","30",55.046994536,1.3031,29.3614754103169,0.0718
"PD184352 (CI-1040)","30",55.296994536,1.3009,29.6114754103169,0.0699
"PD184352 (CI-1040)","30",55.546448087,1.2991,29.8609289613169,0.0705
"PD184352 (CI-1040)","30",55.795901639,1.3022,30.1103825133169,0.07
"PD184352 (CI-1040)","30",56.045901639,1.3043,30.3603825133169,0.0749
"PD184352 (CI-1040)","30",56.295355191,1.304,30.6098360653169,0.076
"PD184352 (CI-1040)","30",56.545355191,1.3068,30.8598360653169,0.0752
"PD184352 (CI-1040)","30",56.795355191,1.3017,31.1098360653169,0.0734
"PD184352 (CI-1040)","30",57.044808743,1.3031,31.3592896173169,0.0762
"PD184352 (CI-1040)","30",57.294808743,1.302,31.6092896173169,0.0806
"PD184352 (CI-1040)","30",57.544262295,1.2997,31.8587431693169,0.0751
"PD184352 (CI-1040)","30",57.794262295,1.3002,32.1087431693169,0.0737
"PD184352 (CI-1040)","30",58.043715847,1.3015,32.3581967213169,0.0769
"PD184352 (CI-1040)","30",58.293169399,1.2951,32.6076502733169,0.075
"PD184352 (CI-1040)","30",58.542622951,1.293,32.8571038253169,0.0681
"PD184352 (CI-1040)","30",58.792622951,1.2911,33.1071038253169,0.0687
"PD184352 (CI-1040)","30",59.042076503,1.2899,33.3565573773169,0.0682
"PD184352 (CI-1040)","30",59.291530055,1.2913,33.6060109293169,0.0651
"PD184352 (CI-1040)","30",59.540983607,1.2886,33.8554644813169,0.0653
"PD184352 (CI-1040)","30",59.790983607,1.284,34.1054644813169,0.0645
"PD184352 (CI-1040)","30",60.040437158,1.2826,34.3549180323169,0.0674
"PD184352 (CI-1040)","30",60.290437158,1.2771,34.6049180323169,0.0619
"PD184352 (CI-1040)","30",60.53989071,1.2739,34.8543715843169,0.0614
"PD184352 (CI-1040)","30",60.78989071,1.2731,35.1043715843169,0.0627
"PD184352 (CI-1040)","30",61.03989071,1.2714,35.3543715843169,0.0646
"PD184352 (CI-1040)","30",61.28989071,1.2712,35.6043715843169,0.061
"PD184352 (CI-1040)","30",61.539344262,1.2673,35.8538251363169,0.0692
"PD184352 (CI-1040)","30",61.789344262,1.2631,36.1038251363169,0.0681
"PD184352 (CI-1040)","30",62.039344262,1.2584,36.3538251363169,0.065
"PD184352 (CI-1040)","30",62.288797814,1.2539,36.6032786883169,0.0649
"PD184352 (CI-1040)","30",62.538797814,1.2519,36.8532786883169,0.0628
"PD184352 (CI-1040)","30",62.788251366,1.2471,37.1027322403169,0.0651
"PD184352 (CI-1040)","30",63.038251366,1.2402,37.3527322403169,0.0651
"PD184352 (CI-1040)","30",63.287704918,1.238,37.6021857923169,0.0625
"PD184352 (CI-1040)","30",63.53715847,1.2331,37.8516393443169,0.0626
"PD184352 (CI-1040)","30",63.78715847,1.2279,38.1016393443169,0.0636
"PD184352 (CI-1040)","30",64.03715847,1.2226,38.3516393443169,0.0671
"PD184352 (CI-1040)","30",64.286612022,1.2203,38.6010928963169,0.0597
"PD184352 (CI-1040)","30",64.536612022,1.2134,38.8510928963169,0.0618
"PD184352 (CI-1040)","30",64.786612022,1.2053,39.1010928963169,0.0635
"PD184352 (CI-1040)","30",65.036065574,1.2029,39.3505464483169,0.0623
"PD184352 (CI-1040)","30",65.285519126,1.2003,39.6000000003169,0.0616
"PD184352 (CI-1040)","30",65.535519126,1.1928,39.8500000003169,0.0603
"PD184352 (CI-1040)","30",65.785519126,1.1871,40.1000000003169,0.0574
"PD184352 (CI-1040)","30",66.035519126,1.1792,40.3500000003169,0.064
"PD184352 (CI-1040)","30",66.285519126,1.1749,40.6000000003169,0.0592
"PD184352 (CI-1040)","30",66.534972678,1.1683,40.8494535523169,0.0586
"PD184352 (CI-1040)","30",66.78442623,1.1624,41.0989071043169,0.0585
"PD184352 (CI-1040)","30",67.033879781,1.1554,41.3483606553169,0.0534
"PD184352 (CI-1040)","30",67.283333333,1.1473,41.5978142073169,0.056
"PD184352 (CI-1040)","30",67.533333333,1.141,41.8478142073169,0.0576
"PD184352 (CI-1040)","30",67.782513661,1.1373,42.0969945353169,0.059
"PD184352 (CI-1040)","30",68.031967213,1.1292,42.3464480873169,0.0574
"PD184352 (CI-1040)","30",68.281420765,1.1233,42.5959016393169,0.0581
"PD184352 (CI-1040)","30",68.531420765,1.1189,42.8459016393169,0.0569
"PD184352 (CI-1040)","30",68.781420765,1.1097,43.0959016393169,0.059
"PD184352 (CI-1040)","30",69.031420765,1.0999,43.3459016393169,0.0575
"PD184352 (CI-1040)","30",69.280874317,1.0948,43.5953551913169,0.0536
"PD184352 (CI-1040)","30",69.530874317,1.0861,43.8453551913169,0.0593
"PD184352 (CI-1040)","30",69.780874317,1.0816,44.0953551913169,0.0561
"PD184352 (CI-1040)","30",70.030874317,1.0772,44.3453551913169,0.0543
"PD184352 (CI-1040)","30",70.280874317,1.0654,44.5953551913169,0.055
"PD184352 (CI-1040)","30",70.530874317,1.0606,44.8453551913169,0.0548
"PD184352 (CI-1040)","30",70.780327869,1.0504,45.0948087433169,0.051
"PD184352 (CI-1040)","30",71.029781421,1.0427,45.3442622953169,0.0563
"PD184352 (CI-1040)","30",71.279781421,1.0364,45.5942622953169,0.0568
"PD184352 (CI-1040)","30",71.529234973,1.0269,45.8437158473169,0.0501
"PD184352 (CI-1040)","30",71.779234973,1.0189,46.0937158473169,0.0519
"PD184352 (CI-1040)","30",72.028688525,1.0106,46.3431693993169,0.0482
"PD184352 (CI-1040)","30",72.278142077,1.0044,46.5926229513169,0.0526
"PD184352 (CI-1040)","30",72.528142077,0.9965,46.8426229513169,0.0546
"PD184352 (CI-1040)","30",72.777595628,0.9842,47.0920765023169,0.0498
"PD184352 (CI-1040)","30",73.027595628,0.9767,47.3420765023169,0.0465
"PD184352 (CI-1040)","30",73.277595628,0.9685,47.5920765023169,0.046
"PD184352 (CI-1040)","30",73.527595628,0.9603,47.8420765023169,0.0483
"PD184352 (CI-1040)","30",73.777322404,0.9558,48.0918032783169,0.0452
"PD184352 (CI-1040)","30",74.027322404,0.9399,48.3418032783169,0.0453
"PD184352 (CI-1040)","30",74.276775956,0.9356,48.5912568303169,0.045
"PD184352 (CI-1040)","30",74.526775956,0.9279,48.8412568303169,0.0424
"PD184352 (CI-1040)","30",74.776775956,0.916,49.0912568303169,0.0424
"PD184352 (CI-1040)","30",75.026229508,0.9073,49.3407103823169,0.0444
"PD184352 (CI-1040)","30",75.27568306,0.8959,49.5901639343169,0.0396
"PD184352 (CI-1040)","30",75.525136612,0.8863,49.8396174863169,0.036
"PD184352 (CI-1040)","30",75.774590164,0.878,50.0890710383169,0.0315
"PD184352 (CI-1040)","30",76.024043716,0.8733,50.3385245903169,0.0334
"PD184352 (CI-1040)","30",76.274043716,0.861,50.5885245903169,0.0326
"PD184352 (CI-1040)","30",76.524043716,0.8529,50.8385245903169,0.0306
"PD184352 (CI-1040)","30",76.77431694,0.8434,51.0887978143169,0.0297
"PD184352 (CI-1040)","30",77.02431694,0.8329,51.3387978143169,0.0335
"PD184352 (CI-1040)","30",77.27431694,0.8256,51.5887978143169,0.0281
"PD184352 (CI-1040)","30",77.524590164,0.8151,51.8390710383169,0.0309
"PD184352 (CI-1040)","30",77.774590164,0.8067,52.0890710383169,0.0307
"PD184352 (CI-1040)","30",78.024590164,0.7974,52.3390710383169,0.0275
"PD184352 (CI-1040)","30",78.274863388,0.7883,52.5893442623169,0.0249
"PD184352 (CI-1040)","30",78.524863388,0.7755,52.8393442623169,0.0269
"PD184352 (CI-1040)","30",78.775136612,0.7691,53.0896174863169,0.0305
"PD184352 (CI-1040)","30",79.025136612,0.7629,53.3396174863169,0.0246
"PD184352 (CI-1040)","30",79.275136612,0.7549,53.5896174863169,0.0263
"PD184352 (CI-1040)","30",79.525409836,0.745,53.8398907103169,0.0229
"PD184352 (CI-1040)","30",79.77568306,0.7383,54.0901639343169,0.0218
"PD184352 (CI-1040)","30",80.02568306,0.7291,54.3401639343169,0.0161
"PD184352 (CI-1040)","30",80.275956284,0.7234,54.5904371583169,0.0164
"PD184352 (CI-1040)","30",80.526229508,0.7153,54.8407103823169,0.0161
"PD184352 (CI-1040)","30",80.776229508,0.7098,55.0907103823169,0.0161
"PD184352 (CI-1040)","30",81.026229508,0.7022,55.3407103823169,0.0145
"PD184352 (CI-1040)","30",81.276502732,0.6946,55.5909836063169,0.0103
"PD184352 (CI-1040)","30",81.526775956,0.6859,55.8412568303169,0.0095
"PD184352 (CI-1040)","30",81.776775956,0.6787,56.0912568303169,0.012
"PD184352 (CI-1040)","30",82.026775956,0.6731,56.3412568303169,0.0101
"PD184352 (CI-1040)","30",82.276775956,0.6687,56.5912568303169,0.0058
"PD184352 (CI-1040)","30",82.526775956,0.6642,56.8412568303169,0.0077
"PD184352 (CI-1040)","30",82.77704918,0.6525,57.0915300543169,0.0043
"PD184352 (CI-1040)","30",83.02704918,0.6478,57.3415300543169,0.0049
"PD184352 (CI-1040)","30",83.277322404,0.6449,57.5918032783169,0.0058
"PD184352 (CI-1040)","30",83.527322404,0.6331,57.8418032783169,8e-04
"PD184352 (CI-1040)","30",83.777595628,0.6279,58.0920765023169,0.0011
"PD184352 (CI-1040)","30",84.027868852,0.6208,58.3423497263169,0.0013
"PD184352 (CI-1040)","30",84.278142077,0.6133,58.5926229513169,0.0049
"PD184352 (CI-1040)","30",84.528142077,0.6097,58.8426229513169,0.004
"PD184352 (CI-1040)","30",84.778415301,0.603,59.0928961753169,0.0074
"PD184352 (CI-1040)","30",85.028415301,0.5955,59.3428961753169,0.0043
"PD184352 (CI-1040)","30",85.278688525,0.5899,59.5931693993169,0.0104
"PD184352 (CI-1040)","30",85.528688525,0.5838,59.8431693993169,0.0131
"PD184352 (CI-1040)","30",85.778961749,0.5772,60.0934426233169,0.0164
"PD184352 (CI-1040)","30",86.028961749,0.5717,60.3434426233169,0.0155
"PD184352 (CI-1040)","30",86.278961749,0.5639,60.5934426233169,0.0159
"PD184352 (CI-1040)","30",86.529234973,0.5557,60.8437158473169,0.0182
"PD184352 (CI-1040)","30",86.779234973,0.5499,61.0937158473169,0.0218
"PD184352 (CI-1040)","30",87.029234973,0.5445,61.3437158473169,0.0186
"PD184352 (CI-1040)","30",87.279508197,0.5419,61.5939890713169,0.0226
"PD184352 (CI-1040)","30",87.529508197,0.5332,61.8439890713169,0.0201
"PD184352 (CI-1040)","30",87.779508197,0.5311,62.0939890713169,0.0241
"PD184352 (CI-1040)","30",88.029781421,0.5226,62.3442622953169,0.0237
"PD184352 (CI-1040)","30",88.279781421,0.5201,62.5942622953169,0.0267
"PD184352 (CI-1040)","30",88.530054645,0.5137,62.8445355193169,0.0273
"PD184352 (CI-1040)","30",88.780054645,0.5108,63.0945355193169,0.0231
"PD184352 (CI-1040)","30",89.030054645,0.5051,63.3445355193169,0.0309
"PD184352 (CI-1040)","30",89.280327869,0.503,63.5948087433169,0.0278
"PD184352 (CI-1040)","30",89.530327869,0.4975,63.8448087433169,0.0281
"PD184352 (CI-1040)","30",89.780601093,0.4927,64.0950819673169,0.031
"PD184352 (CI-1040)","30",90.030601093,0.489,64.3450819673169,0.0321
"PD184352 (CI-1040)","30",90.280601093,0.4862,64.5950819673169,0.0315
"PD184352 (CI-1040)","30",90.530874317,0.4815,64.8453551913169,0.0314
"PD184352 (CI-1040)","30",90.781147541,0.4747,65.0956284153169,0.0306
"PD184352 (CI-1040)","30",91.031147541,0.4697,65.3456284153169,0.0416
"PD184352 (CI-1040)","30",91.281147541,0.468,65.5956284153169,0.0346
"PD184352 (CI-1040)","30",91.531420765,0.4657,65.8459016393169,0.0376
"PD184352 (CI-1040)","30",91.781420765,0.4645,66.0959016393169,0.0365
"PD184352 (CI-1040)","30",92.031693989,0.4587,66.3461748633169,0.0422
"PD184352 (CI-1040)","30",92.281693989,0.4537,66.5961748633169,0.0341
"PD184352 (CI-1040)","30",92.531967213,0.4498,66.8464480873169,0.0329
"PD184352 (CI-1040)","30",92.781967213,0.446,67.0964480873169,0.0373
"PD184352 (CI-1040)","30",93.031967213,0.4449,67.3464480873169,0.0416
"PD184352 (CI-1040)","30",93.281967213,0.4423,67.5964480873169,0.0398
"PD184352 (CI-1040)","30",93.532240437,0.4372,67.8467213113169,0.0401
"PD184352 (CI-1040)","30",93.782240437,0.4344,68.0967213113169,0.0419
"PD184352 (CI-1040)","30",94.032240437,0.4315,68.3467213113169,0.0432
"PD184352 (CI-1040)","30",94.282513661,0.4297,68.5969945353169,0.0467
"PD184352 (CI-1040)","30",94.532786885,0.426,68.8472677593169,0.0426
"PD184352 (CI-1040)","30",94.783333333,0.4196,69.0978142073169,0.0466
"PD184352 (CI-1040)","30",95.033333333,0.416,69.3478142073169,0.0489
"PD184352 (CI-1040)","30",95.283333333,0.4169,69.5978142073169,0.0457
"PD184352 (CI-1040)","30",95.533333333,0.4118,69.8478142073169,0.0519
"PD184352 (CI-1040)","30",95.783606557,0.4105,70.0980874313169,0.0569
"PD184352 (CI-1040)","30",96.033879781,0.4044,70.3483606553169,0.056
"PD184352 (CI-1040)","30",96.283879781,0.403,70.5983606553169,0.0585
"PD184352 (CI-1040)","30",96.534153005,0.4005,70.8486338793169,0.058
"PD184352 (CI-1040)","30",96.784153005,0.3967,71.0986338793169,0.055
"PD184352 (CI-1040)","30",97.034153005,0.396,71.3486338793169,0.06
"PD184352 (CI-1040)","30",97.284153005,0.3929,71.5986338793169,0.0598
"PD184352 (CI-1040)","30",97.534153005,0.3882,71.8486338793169,0.0606
"PD184352 (CI-1040)","30",97.784153005,0.3875,72.0986338793169,0.0592
"PD184352 (CI-1040)","30",98.03442623,0.384,72.3489071043169,0.0617
"PD184352 (CI-1040)","30",98.284699454,0.3813,72.5991803283169,0.0606
"PD184352 (CI-1040)","30",98.534699454,0.3801,72.8491803283169,0.0624
"PD184352 (CI-1040)","30",98.784699454,0.3761,73.0991803283169,0.0621
"PD184352 (CI-1040)","30",99.034699454,0.3722,73.3491803283169,0.0625
"PD184352 (CI-1040)","30",99.284972678,0.371,73.5994535523169,0.0672
"PD184352 (CI-1040)","30",99.535245902,0.3698,73.8497267763169,0.0598
"PD184352 (CI-1040)","30",99.785245902,0.3664,74.0997267763169,0.0652
"Trametinib","30",0,0,-25.6855191256831,0
"Trametinib","30",0.003278689,-0.0028,-25.6822404366831,2e-04
"Trametinib","30",0.023224044,-0.0038,-25.6622950816831,0.0019
"Trametinib","30",0.03989071,-0.0064,-25.6456284156831,8e-04
"Trametinib","30",0.056557377,-0.0116,-25.6289617486831,0.0019
"Trametinib","30",0.073224044,-0.0122,-25.6122950816831,0.0019
"Trametinib","30",0.08989071,-0.0163,-25.5956284156831,0.0027
"Trametinib","30",0.106557377,-0.0185,-25.5789617486831,0.0014
"Trametinib","30",0.123224044,-0.0201,-25.5622950816831,0.0058
"Trametinib","30",0.13989071,-0.0234,-25.5456284156831,0.005
"Trametinib","30",0.156557377,-0.0235,-25.5289617486831,0.005
"Trametinib","30",0.173224044,-0.0263,-25.5122950816831,0.0056
"Trametinib","30",1.372404372,0.1549,-24.3131147536831,0.0041
"Trametinib","30",1.539071038,0.1664,-24.1464480876831,0.0047
"Trametinib","30",1.705737705,0.1731,-23.9797814206831,0.0066
"Trametinib","30",1.872404372,0.1788,-23.8131147536831,0.0092
"Trametinib","30",2.039071038,0.1847,-23.6464480876831,0.0068
"Trametinib","30",2.205737705,0.1902,-23.4797814206831,0.0075
"Trametinib","30",2.372404372,0.1954,-23.3131147536831,0.0064
"Trametinib","30",2.539071038,0.1992,-23.1464480876831,0.0102
"Trametinib","30",2.705737705,0.2043,-22.9797814206831,0.0099
"Trametinib","30",2.872404372,0.2044,-22.8131147536831,0.0148
"Trametinib","30",3.039071038,0.2061,-22.6464480876831,0.0127
"Trametinib","30",3.205737705,0.2092,-22.4797814206831,0.0141
"Trametinib","30",3.372404372,0.2103,-22.3131147536831,0.011
"Trametinib","30",3.539071038,0.2101,-22.1464480876831,0.0172
"Trametinib","30",3.705737705,0.2094,-21.9797814206831,0.0184
"Trametinib","30",3.872404372,0.2102,-21.8131147536831,0.0179
"Trametinib","30",4.039071038,0.212,-21.6464480876831,0.0173
"Trametinib","30",4.205737705,0.2108,-21.4797814206831,0.0152
"Trametinib","30",4.372404372,0.2119,-21.3131147536831,0.0179
"Trametinib","30",4.539071038,0.21,-21.1464480876831,0.016
"Trametinib","30",4.705737705,0.2108,-20.9797814206831,0.0144
"Trametinib","30",4.872131148,0.2074,-20.8133879776831,0.0134
"Trametinib","30",5.038797814,0.2086,-20.6467213116831,0.016
"Trametinib","30",5.205464481,0.2073,-20.4800546446831,0.016
"Trametinib","30",5.372131148,0.2074,-20.3133879776831,0.0149
"Trametinib","30",5.538797814,0.2067,-20.1467213116831,0.0157
"Trametinib","30",5.705464481,0.208,-19.9800546446831,0.0162
"Trametinib","30",5.872131148,0.2095,-19.8133879776831,0.0188
"Trametinib","30",6.038797814,0.2103,-19.6467213116831,0.0189
"Trametinib","30",6.205464481,0.2103,-19.4800546446831,0.0161
"Trametinib","30",6.372131148,0.2103,-19.3133879776831,0.0222
"Trametinib","30",6.538797814,0.211,-19.1467213116831,0.0196
"Trametinib","30",6.705464481,0.2117,-18.9800546446831,0.0184
"Trametinib","30",6.872131148,0.2113,-18.8133879776831,0.0215
"Trametinib","30",7.038797814,0.2127,-18.6467213116831,0.0221
"Trametinib","30",7.205464481,0.2145,-18.4800546446831,0.0227
"Trametinib","30",7.372131148,0.2159,-18.3133879776831,0.0215
"Trametinib","30",7.538797814,0.217,-18.1467213116831,0.021
"Trametinib","30",7.705464481,0.2206,-17.9800546446831,0.0209
"Trametinib","30",7.872131148,0.2229,-17.8133879776831,0.0215
"Trametinib","30",8.038797814,0.2273,-17.6467213116831,0.0235
"Trametinib","30",8.205464481,0.2275,-17.4800546446831,0.0246
"Trametinib","30",8.372131148,0.2292,-17.3133879776831,0.025
"Trametinib","30",8.538797814,0.2324,-17.1467213116831,0.024
"Trametinib","30",8.705464481,0.237,-16.9800546446831,0.026
"Trametinib","30",8.872131148,0.2367,-16.8133879776831,0.0293
"Trametinib","30",9.038797814,0.2403,-16.6467213116831,0.0273
"Trametinib","30",9.205464481,0.2454,-16.4800546446831,0.0291
"Trametinib","30",9.372131148,0.2492,-16.3133879776831,0.029
"Trametinib","30",9.538797814,0.2532,-16.1467213116831,0.0268
"Trametinib","30",9.705464481,0.2568,-15.9800546446831,0.0323
"Trametinib","30",9.872131148,0.2597,-15.8133879776831,0.0357
"Trametinib","30",10.038797814,0.2625,-15.6467213116831,0.0346
"Trametinib","30",10.205464481,0.269,-15.4800546446831,0.0358
"Trametinib","30",10.372131148,0.273,-15.3133879776831,0.0349
"Trametinib","30",10.538797814,0.2796,-15.1467213116831,0.0326
"Trametinib","30",10.705464481,0.2823,-14.9800546446831,0.0343
"Trametinib","30",10.872131148,0.2859,-14.8133879776831,0.0345
"Trametinib","30",11.038797814,0.2924,-14.6467213116831,0.0341
"Trametinib","30",11.205464481,0.2966,-14.4800546446831,0.033
"Trametinib","30",11.372131148,0.3012,-14.3133879776831,0.0321
"Trametinib","30",11.538797814,0.3073,-14.1467213116831,0.0309
"Trametinib","30",11.705464481,0.3116,-13.9800546446831,0.0318
"Trametinib","30",11.872131148,0.3172,-13.8133879776831,0.0312
"Trametinib","30",12.038797814,0.3205,-13.6467213116831,0.0277
"Trametinib","30",12.205464481,0.3256,-13.4800546446831,0.0282
"Trametinib","30",12.372131148,0.3295,-13.3133879776831,0.0267
"Trametinib","30",12.538797814,0.3347,-13.1467213116831,0.0327
"Trametinib","30",12.705464481,0.341,-12.9800546446831,0.0319
"Trametinib","30",12.872131148,0.3477,-12.8133879776831,0.0326
"Trametinib","30",13.038797814,0.3527,-12.6467213116831,0.0312
"Trametinib","30",13.205464481,0.3597,-12.4800546446831,0.0327
"Trametinib","30",13.372131148,0.3644,-12.3133879776831,0.0319
"Trametinib","30",13.538797814,0.3674,-12.1467213116831,0.0315
"Trametinib","30",13.705464481,0.3748,-11.9800546446831,0.0329
"Trametinib","30",13.872131148,0.3815,-11.8133879776831,0.035
"Trametinib","30",14.038797814,0.3879,-11.6467213116831,0.0367
"Trametinib","30",14.205464481,0.3935,-11.4800546446831,0.0366
"Trametinib","30",14.372131148,0.3967,-11.3133879776831,0.0351
"Trametinib","30",14.538797814,0.4038,-11.1467213116831,0.0349
"Trametinib","30",14.705464481,0.4091,-10.9800546446831,0.0366
"Trametinib","30",14.872131148,0.4141,-10.8133879776831,0.0391
"Trametinib","30",15.038797814,0.4231,-10.6467213116831,0.0417
"Trametinib","30",15.205464481,0.4284,-10.4800546446831,0.0423
"Trametinib","30",15.372131148,0.4344,-10.3133879776831,0.0401
"Trametinib","30",15.538797814,0.4394,-10.1467213116831,0.0465
"Trametinib","30",15.705464481,0.445,-9.98005464468306,0.043
"Trametinib","30",15.872131148,0.4523,-9.81338797768306,0.0456
"Trametinib","30",16.038797814,0.46,-9.64672131168306,0.0447
"Trametinib","30",16.205464481,0.4666,-9.48005464468306,0.0505
"Trametinib","30",16.372131148,0.4753,-9.31338797768306,0.0514
"Trametinib","30",16.538797814,0.4803,-9.14672131168306,0.055
"Trametinib","30",16.705464481,0.4873,-8.98005464468306,0.0525
"Trametinib","30",16.872131148,0.4968,-8.81338797768306,0.0559
"Trametinib","30",17.038797814,0.5026,-8.64672131168306,0.0539
"Trametinib","30",17.205464481,0.5097,-8.48005464468306,0.0573
"Trametinib","30",17.372131148,0.5197,-8.31338797768306,0.0618
"Trametinib","30",17.538797814,0.5265,-8.14672131168306,0.0592
"Trametinib","30",17.705464481,0.5337,-7.98005464468306,0.0616
"Trametinib","30",17.872131148,0.5411,-7.81338797768306,0.0606
"Trametinib","30",18.038797814,0.549,-7.64672131168306,0.0606
"Trametinib","30",18.205464481,0.5544,-7.48005464468306,0.0656
"Trametinib","30",18.372131148,0.5623,-7.31338797768306,0.0619
"Trametinib","30",18.538797814,0.5715,-7.14672131168306,0.0622
"Trametinib","30",18.705464481,0.5822,-6.98005464468306,0.062
"Trametinib","30",18.872131148,0.5906,-6.81338797768306,0.064
"Trametinib","30",19.038797814,0.5979,-6.64672131168306,0.0648
"Trametinib","30",19.205464481,0.6089,-6.48005464468306,0.0641
"Trametinib","30",19.372131148,0.6178,-6.31338797768306,0.0631
"Trametinib","30",19.538797814,0.6283,-6.14672131168306,0.0653
"Trametinib","30",19.705464481,0.6347,-5.98005464468306,0.0672
"Trametinib","30",19.872131148,0.6456,-5.81338797768306,0.0692
"Trametinib","30",20.038797814,0.6559,-5.64672131168306,0.071
"Trametinib","30",20.205464481,0.669,-5.48005464468306,0.0727
"Trametinib","30",20.372131148,0.6798,-5.31338797768306,0.0779
"Trametinib","30",20.538797814,0.6872,-5.14672131168306,0.0787
"Trametinib","30",20.705464481,0.6961,-4.98005464468306,0.0796
"Trametinib","30",20.872131148,0.707,-4.81338797768306,0.0758
"Trametinib","30",21.038797814,0.7129,-4.64672131168306,0.0732
"Trametinib","30",21.205464481,0.7282,-4.48005464468306,0.0771
"Trametinib","30",21.372131148,0.7401,-4.31338797768306,0.0722
"Trametinib","30",21.538797814,0.7528,-4.14672131168306,0.0718
"Trametinib","30",21.705464481,0.7629,-3.98005464468306,0.0758
"Trametinib","30",21.872131148,0.7745,-3.81338797768306,0.0747
"Trametinib","30",22.038797814,0.7781,-3.64672131168306,0.0806
"Trametinib","30",22.205464481,0.792,-3.48005464468306,0.0852
"Trametinib","30",22.372131148,0.8077,-3.31338797768306,0.0854
"Trametinib","30",22.538797814,0.8155,-3.14672131168306,0.0874
"Trametinib","30",22.705464481,0.827,-2.98005464468306,0.0864
"Trametinib","30",22.872404372,0.8415,-2.81311475368306,0.0858
"Trametinib","30",23.039071038,0.8524,-2.64644808768306,0.0861
"Trametinib","30",23.205737705,0.8593,-2.47978142068306,0.0872
"Trametinib","30",23.372404372,0.8779,-2.31311475368306,0.0864
"Trametinib","30",23.539071038,0.8925,-2.14644808768306,0.0866
"Trametinib","30",23.705737705,0.9043,-1.97978142068306,0.0859
"Trametinib","30",23.872404372,0.9213,-1.81311475368306,0.0945
"Trametinib","30",24.039071038,0.9315,-1.64644808768306,0.088
"Trametinib","30",24.205737705,0.951,-1.47978142068306,0.0935
"Trametinib","30",24.372404372,0.9594,-1.31311475368306,0.099
"Trametinib","30",24.539071038,0.9753,-1.14644808768306,0.1028
"Trametinib","30",24.705737705,0.9925,-0.979781420683061,0.1011
"Trametinib","30",24.872404372,1.0039,-0.813114753683063,0.1068
"Trametinib","30",25.039071038,1.0179,-0.646448087683062,0.1009
"Trametinib","30",25.203278689,1.0293,-0.48224043668306,0.0979
"Trametinib","30",25.369945355,1.04,-0.315573770683063,0.1031
"Trametinib","30",25.56147541,0.9569,-0.124043715683062,0.1308
"Trametinib","30",25.571311475,0.985,-0.11420765068306,0.1461
"Trametinib","30",25.587978142,1.0107,-0.0975409836830607,0.1441
"Trametinib","30",25.60273224,1.0123,-0.0827868856830598,0.1306
"Trametinib","30",25.619398907,1.0107,-0.0661202186830607,0.1237
"Trametinib","30",25.636065574,1.0102,-0.0494535516830616,0.1228
"Trametinib","30",25.65273224,1.0017,-0.0327868856830626,0.1191
"Trametinib","30",25.669398907,0.9959,-0.01612021868306,0.1185
"Trametinib","30",25.685519126,0.9901,3.16937587285793e-10,0.1137
"Trametinib","30",25.701639344,0.9846,0.0161202183169387,0.1194
"Trametinib","30",25.718306011,0.9798,0.0327868853169377,0.1134
"Trametinib","30",25.734972678,0.9775,0.0494535523169368,0.1126
"Trametinib","30",25.751639344,0.9708,0.0661202183169394,0.113
"Trametinib","30",25.768306011,0.9655,0.0827868853169385,0.11
"Trametinib","30",25.784972678,0.9648,0.0994535523169375,0.1105
"Trametinib","30",25.801639344,0.966,0.11612021831694,0.1106
"Trametinib","30",25.818306011,0.9636,0.132786885316939,0.1063
"Trametinib","30",25.83442623,0.9635,0.148907104316937,0.1092
"Trametinib","30",25.850546448,0.9652,0.165027322316938,0.096
"Trametinib","30",25.867213115,0.9681,0.181693989316937,0.1077
"Trametinib","30",25.883879781,0.9746,0.198360655316939,0.106
"Trametinib","30",25.900546448,0.9756,0.215027322316939,0.1038
"Trametinib","30",25.917213115,0.9765,0.231693989316938,0.106
"Trametinib","30",25.933879781,0.9789,0.24836065531694,0.1095
"Trametinib","30",25.950546448,0.9864,0.265027322316939,0.1076
"Trametinib","30",25.966666667,0.9878,0.281147541316937,0.1065
"Trametinib","30",25.983333333,0.988,0.297814207316939,0.1073
"Trametinib","30",26,0.9925,0.314480874316938,0.1072
"Trametinib","30",26.016666667,0.9977,0.331147541316938,0.1098
"Trametinib","30",26.033333333,0.9983,0.34781420731694,0.1072
"Trametinib","30",26.05,1.0049,0.364480874316939,0.1077
"Trametinib","30",26.066666667,1.0079,0.381147541316938,0.1075
"Trametinib","30",26.082513661,1.0112,0.396994535316939,0.1069
"Trametinib","30",26.099180328,1.0167,0.413661202316938,0.1132
"Trametinib","30",26.115846995,1.023,0.430327869316937,0.1195
"Trametinib","30",26.131967213,1.0288,0.446448087316938,0.1177
"Trametinib","30",26.14863388,1.0334,0.463114754316937,0.1227
"Trametinib","30",26.165300546,1.0402,0.479781420316939,0.1203
"Trametinib","30",26.181967213,1.0408,0.496448087316939,0.1235
